"project","method_qual_name","release","loc","cbo","wmc","rfc","lcom","dit","noc","is_long_method","is_god_class"
"BOOKKEEPER","getMessage/0","4.0.0","3","3","5","0","2.0","1","0","0","0"
"BOOKKEEPER","getCtx/0","4.0.0","3","3","5","0","2.0","1","0","0","0"
"BOOKKEEPER","getTopic/0","4.0.0","3","3","5","0","2.0","1","0","0","0"
"BOOKKEEPER","scanFinished/2[java.lang.Object,org.apache.hedwig.server.persistence.ScanCallback.ReasonForFinish]","4.0.0","1","2","3","0","3.0","1","0","0","0"
"BOOKKEEPER","messageScanned/2[java.lang.Object,org.apache.hedwig.protocol.PubSubProtocol.Message]","4.0.0","1","2","3","0","3.0","1","0","0","0"
"BOOKKEEPER","scanFailed/2[java.lang.Object,java.lang.Exception]","4.0.0","1","2","3","0","3.0","1","0","0","0"
"BOOKKEEPER","getTimeOfAddition/0","4.0.0","6","7","14","11","0.0","1","0","0","0"
"BOOKKEEPER","addCallback/2[org.apache.hedwig.server.persistence.ScanCallback,java.lang.Object]","4.0.0","7","7","14","11","0.0","1","0","0","0"
"BOOKKEEPER","setErrorAndInvokeCallbacks/1[java.lang.Exception]","4.0.0","6","7","14","11","0.0","1","0","0","0"
"BOOKKEEPER","CacheValue/0","4.0.0","2","7","14","11","0.0","1","0","0","0"
"BOOKKEEPER","setMessageAndInvokeCallbacks/2[org.apache.hedwig.protocol.PubSubProtocol.Message,long]","4.0.0","14","7","14","11","0.0","1","0","0","0"
"BOOKKEEPER","isStub/0","4.0.0","3","7","14","11","0.0","1","0","0","0"
"BOOKKEEPER","getMessage/0","4.0.0","3","7","14","11","0.0","1","0","0","0"
"BOOKKEEPER","addToMultiMap/4[java.util.Map<K,Z>,K,V,org.apache.hedwig.server.persistence.Factory<Z>]","4.0.0","4","5","7","9","3.0","1","0","0","0"
"BOOKKEEPER","getAfterInsertingIfAbsent/3[java.util.Map<K,V>,K,org.apache.hedwig.server.persistence.Factory<V>]","4.0.0","8","5","7","9","3.0","1","0","0","0"
"BOOKKEEPER","removeFromMultiMap/3[java.util.Map<K,Z>,K,V]","4.0.0","15","5","7","9","3.0","1","0","0","0"
"BOOKKEEPER","close/0","4.0.0","3","8","9","10","0.0","1","0","0","0"
"BOOKKEEPER","ChannelEndPoint/1[org.apache.hedwig.server.delivery.Channel]","4.0.0","3","8","9","10","0.0","1","0","0","0"
"BOOKKEEPER","operationComplete/1[org.apache.hedwig.server.delivery.ChannelFuture]","4.0.0","13","8","9","10","0.0","1","0","0","0"
"BOOKKEEPER","equals/1[java.lang.Object]","4.0.0","9","8","9","10","0.0","1","0","0","0"
"BOOKKEEPER","send/2[org.apache.hedwig.protocol.PubSubProtocol.PubSubResponse,org.apache.hedwig.server.delivery.DeliveryCallback]","4.0.0","5","8","9","10","0.0","1","0","0","0"
"BOOKKEEPER","getChannel/0","4.0.0","3","8","9","10","0.0","1","0","0","0"
"BOOKKEEPER","close/0","4.0.0","1","2","2","0","1.0","1","0","0","0"
"BOOKKEEPER","send/2[org.apache.hedwig.protocol.PubSubProtocol.PubSubResponse,org.apache.hedwig.server.delivery.DeliveryCallback]","4.0.0","1","2","2","0","1.0","1","0","0","0"
"BOOKKEEPER","stopServingSubscriber/2[org.apache.hedwig.server.delivery.ByteString,org.apache.hedwig.server.delivery.ByteString]","4.0.0","1","4","2","0","1.0","1","0","0","0"
"BOOKKEEPER","startServingSubscription/6[org.apache.hedwig.server.delivery.ByteString,org.apache.hedwig.server.delivery.ByteString,org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId,org.apache.hedwig.server.delivery.DeliveryEndPoint,org.apache.hedwig.server.subscriptions.MessageFilter,boolean]","4.0.0","1","4","2","0","1.0","1","0","0","0"
"BOOKKEEPER","performRequest/0","4.0.0","1","0","1","0","0.0","1","0","0","0"
"BOOKKEEPER","setLastScanErrorTime/1[long]","4.0.0","3","16","25","26","68.0","1","0","0","0"
"BOOKKEEPER","getLastSeqIdCommunicatedExternally/0","4.0.0","3","16","25","26","68.0","1","0","0","0"
"BOOKKEEPER","permanentErrorOnSend/0","4.0.0","3","16","25","26","68.0","1","0","0","0"
"BOOKKEEPER","getLastLocalSeqIdDelivered/0","4.0.0","3","16","25","26","68.0","1","0","0","0"
"BOOKKEEPER","performRequest/0","4.0.0","9","16","25","26","68.0","1","0","0","0"
"BOOKKEEPER","getTopic/0","4.0.0","3","16","25","26","68.0","1","0","0","0"
"BOOKKEEPER","isConnected/0","4.0.0","3","16","25","26","68.0","1","0","0","0"
"BOOKKEEPER","messageScanned/2[java.lang.Object,org.apache.hedwig.protocol.PubSubProtocol.Message]","4.0.0","11","16","25","26","68.0","1","0","0","0"
"BOOKKEEPER","scanFinished/2[java.lang.Object,org.apache.hedwig.server.persistence.ScanCallback.ReasonForFinish]","4.0.0","2","16","25","26","68.0","1","0","0","0"
"BOOKKEEPER","scanFailed/2[java.lang.Object,java.lang.Exception]","4.0.0","6","16","25","26","68.0","1","0","0","0"
"BOOKKEEPER","setNotConnected/0","4.0.0","4","16","25","26","68.0","1","0","0","0"
"BOOKKEEPER","deliverNextMessage/0","4.0.0","8","16","25","26","68.0","1","0","0","0"
"BOOKKEEPER","ActiveSubscriberState/6[org.apache.hedwig.server.delivery.ByteString,org.apache.hedwig.server.delivery.ByteString,long,org.apache.hedwig.server.delivery.DeliveryEndPoint,org.apache.hedwig.server.subscriptions.MessageFilter,boolean]","4.0.0","8","16","25","26","68.0","1","0","0","0"
"BOOKKEEPER","toString/0","4.0.0","8","16","25","26","68.0","1","0","0","0"
"BOOKKEEPER","getLastScanErrorTime/0","4.0.0","3","16","25","26","68.0","1","0","0","0"
"BOOKKEEPER","sendingFinished/0","4.0.0","12","16","25","26","68.0","1","0","0","0"
"BOOKKEEPER","transientErrorOnSend/0","4.0.0","3","16","25","26","68.0","1","0","0","0"
"BOOKKEEPER","DeliveryPtrMove/3[org.apache.hedwig.server.delivery.FIFODeliveryManager.ActiveSubscriberState,java.lang.Long,java.lang.Long]","4.0.0","5","5","4","6","0.0","1","0","0","0"
"BOOKKEEPER","performRequest/0","4.0.0","15","5","4","6","0.0","1","0","0","0"
"BOOKKEEPER","moveDeliveryPtrForward/3[org.apache.hedwig.server.delivery.FIFODeliveryManager.ActiveSubscriberState,long,long]","4.0.0","3","20","31","28","58.0","1","0","0","0"
"BOOKKEEPER","stopServingSubscriber/2[org.apache.hedwig.server.delivery.ByteString,org.apache.hedwig.server.delivery.ByteString]","4.0.0","6","20","31","28","58.0","1","0","0","0"
"BOOKKEEPER","startServingSubscription/6[org.apache.hedwig.server.delivery.ByteString,org.apache.hedwig.server.delivery.ByteString,org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId,org.apache.hedwig.server.delivery.DeliveryEndPoint,org.apache.hedwig.server.subscriptions.MessageFilter,boolean]","4.0.0","4","20","31","28","58.0","1","0","0","0"
"BOOKKEEPER","removeDeliveryPtr/4[org.apache.hedwig.server.delivery.FIFODeliveryManager.ActiveSubscriberState,java.lang.Long,boolean,boolean]","4.0.0","17","20","31","28","58.0","1","0","0","0"
"BOOKKEEPER","retryErroredSubscriberAfterDelay/1[org.apache.hedwig.server.delivery.FIFODeliveryManager.ActiveSubscriberState]","4.0.0","6","20","31","28","58.0","1","0","0","0"
"BOOKKEEPER","addDeliveryPtr/2[org.apache.hedwig.server.delivery.FIFODeliveryManager.ActiveSubscriberState,java.lang.Long]","4.0.0","4","20","31","28","58.0","1","0","0","0"
"BOOKKEEPER","stop/0","4.0.0","3","20","31","28","58.0","1","0","0","0"
"BOOKKEEPER","enqueueWithoutFailure/1[org.apache.hedwig.server.delivery.FIFODeliveryManager.DeliveryManagerRequest]","4.0.0","5","20","31","28","58.0","1","0","0","0"
"BOOKKEEPER","retryErroredSubscribers/0","4.0.0","11","20","31","28","58.0","1","0","0","0"
"BOOKKEEPER","getMinimumSeqId/1[org.apache.hedwig.server.delivery.ByteString]","4.0.0","7","20","31","28","58.0","1","0","0","0"
"BOOKKEEPER","stopServingSubscriber/1[org.apache.hedwig.server.delivery.FIFODeliveryManager.ActiveSubscriberState]","4.0.0","3","20","31","28","58.0","1","0","0","0"
"BOOKKEEPER","run/0","4.0.0","16","20","31","28","58.0","1","0","0","0"
"BOOKKEEPER","FIFODeliveryManager/2[org.apache.hedwig.server.persistence.PersistenceManager,org.apache.hedwig.server.common.ServerConfiguration]","4.0.0","7","20","31","28","58.0","1","0","0","0"
"BOOKKEEPER","performRequest/0","4.0.0","4","3","2","3","0.0","1","0","0","0"
"BOOKKEEPER","StopServingSubscriber/1[org.apache.hedwig.server.delivery.FIFODeliveryManager.ActiveSubscriberState]","4.0.0","3","3","2","3","0.0","1","0","0","0"
"BOOKKEEPER","performRequest/0","4.0.0","3","1","1","0","0.0","1","0","0","0"
"BOOKKEEPER","newInstance/0","4.0.0","3","3","1","0","0.0","1","0","0","0"
"BOOKKEEPER","newInstance/0","4.0.0","3","3","1","0","0.0","1","0","0","0"
"BOOKKEEPER","sendingFinished/0","4.0.0","1","0","3","0","3.0","1","0","0","0"
"BOOKKEEPER","permanentErrorOnSend/0","4.0.0","1","0","3","0","3.0","1","0","0","0"
"BOOKKEEPER","transientErrorOnSend/0","4.0.0","1","0","3","0","3.0","1","0","0","0"
"BOOKKEEPER","operationFinished/2[java.lang.Object,T]","4.0.0","2","3","2","0","1.0","1","0","0","0"
"BOOKKEEPER","operationFailed/2[java.lang.Object,org.apache.hedwig.exceptions.PubSubException]","4.0.0","2","3","2","0","1.0","1","0","0","0"
"BOOKKEEPER","ConsumeHandler/3[org.apache.hedwig.server.topics.TopicManager,org.apache.hedwig.server.subscriptions.SubscriptionManager,org.apache.hedwig.server.common.ServerConfiguration]","4.0.0","4","10","3","8","0.0","2","0","0","0"
"BOOKKEEPER","handleRequestAtOwner/2[org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest,org.apache.hedwig.server.handlers.Channel]","4.0.0","8","10","3","8","0.0","2","0","0","0"
"BOOKKEEPER","channelDisconnected/1[org.apache.hedwig.server.handlers.Channel]","4.0.0","1","1","1","0","0.0","1","0","0","0"
"BOOKKEEPER","operationFailed/2[java.lang.Object,org.apache.hedwig.exceptions.PubSubException]","4.0.0","3","7","3","7","1.0","1","0","0","0"
"BOOKKEEPER","operationFinished/2[java.lang.Object,org.apache.hedwig.util.HedwigSocketAddress]","4.0.0","7","7","3","7","1.0","1","0","0","0"
"BOOKKEEPER","BaseHandler/2[org.apache.hedwig.server.topics.TopicManager,org.apache.hedwig.server.common.ServerConfiguration]","4.0.0","4","7","3","3","1.0","1","3","0","0"
"BOOKKEEPER","handleRequestAtOwner/2[org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest,org.apache.hedwig.server.handlers.Channel]","4.0.0","1","7","3","3","1.0","1","3","0","0"
"BOOKKEEPER","handleRequest/2[org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest,org.apache.hedwig.server.handlers.Channel]","4.0.0","15","7","3","3","1.0","1","3","0","0"
"BOOKKEEPER","handleRequest/2[org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest,org.apache.hedwig.server.handlers.Channel]","4.0.0","1","2","1","0","0.0","1","0","0","0"
"BOOKKEEPER","UnsubscribeHandler/4[org.apache.hedwig.server.topics.TopicManager,org.apache.hedwig.server.common.ServerConfiguration,org.apache.hedwig.server.subscriptions.SubscriptionManager,org.apache.hedwig.server.delivery.DeliveryManager]","4.0.0","5","11","3","7","0.0","2","0","0","0"
"BOOKKEEPER","handleRequestAtOwner/2[org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest,org.apache.hedwig.server.handlers.Channel]","4.0.0","19","11","3","7","0.0","2","0","0","0"
"BOOKKEEPER","operationFinished/2[java.lang.Object,java.lang.Void]","4.0.0","4","4","2","5","1.0","1","0","0","0"
"BOOKKEEPER","operationFailed/2[java.lang.Object,org.apache.hedwig.exceptions.PubSubException]","4.0.0","3","4","2","5","1.0","1","0","0","0"
"BOOKKEEPER","handleRequestAtOwner/2[org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest,org.apache.hedwig.server.handlers.Channel]","4.0.0","17","12","3","11","0.0","2","0","0","0"
"BOOKKEEPER","PublishHandler/3[org.apache.hedwig.server.topics.TopicManager,org.apache.hedwig.server.persistence.PersistenceManager,org.apache.hedwig.server.common.ServerConfiguration]","4.0.0","4","12","3","11","0.0","2","0","0","0"
"BOOKKEEPER","operationFinished/2[java.lang.Object,java.lang.Long]","4.0.0","3","3","2","4","1.0","1","0","0","0"
"BOOKKEEPER","operationFailed/2[java.lang.Object,org.apache.hedwig.exceptions.PubSubException]","4.0.0","3","3","2","4","1.0","1","0","0","0"
"BOOKKEEPER","SubscribeHandler/5[org.apache.hedwig.server.topics.TopicManager,org.apache.hedwig.server.delivery.DeliveryManager,org.apache.hedwig.server.persistence.PersistenceManager,org.apache.hedwig.server.subscriptions.SubscriptionManager,org.apache.hedwig.server.common.ServerConfiguration]","4.0.0","8","19","6","17","0.0","2","0","0","0"
"BOOKKEEPER","channelDisconnected/1[org.apache.hedwig.server.handlers.Channel]","4.0.0","8","19","6","17","0.0","2","0","0","0"
"BOOKKEEPER","handleRequestAtOwner/2[org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest,org.apache.hedwig.server.handlers.Channel]","4.0.0","43","19","6","17","0.0","2","0","0","0"
"BOOKKEEPER","operationFailed/2[java.lang.Object,org.apache.hedwig.exceptions.PubSubException]","4.0.0","3","12","4","16","1.0","1","0","0","0"
"BOOKKEEPER","operationFinished/2[java.lang.Object,org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId]","4.0.0","19","12","4","16","1.0","1","0","0","0"
"BOOKKEEPER","acquiredTopic/3[org.apache.hedwig.server.topics.ByteString,org.apache.hedwig.util.Callback<java.lang.Void>,java.lang.Object]","4.0.0","1","2","2","0","1.0","1","0","0","0"
"BOOKKEEPER","lostTopic/1[org.apache.hedwig.server.topics.ByteString]","4.0.0","1","2","2","0","1.0","1","0","0","0"
"BOOKKEEPER","TrivialOwnAllTopicManager/2[org.apache.hedwig.server.common.ServerConfiguration,java.util.concurrent.ScheduledExecutorService]","4.0.0","3","5","4","4","3.0","2","1","0","0"
"BOOKKEEPER","postReleaseCleanup/3[org.apache.hedwig.server.topics.ByteString,org.apache.hedwig.util.Callback<java.lang.Void>,java.lang.Object]","4.0.0","3","5","4","4","3.0","2","1","0","0"
"BOOKKEEPER","realGetOwner/4[org.apache.hedwig.server.topics.ByteString,boolean,org.apache.hedwig.util.Callback<org.apache.hedwig.util.HedwigSocketAddress>,java.lang.Object]","4.0.0","7","5","4","4","3.0","2","1","0","0"
"BOOKKEEPER","operationFinished/2[java.lang.Object,java.lang.Void]","4.0.0","3","1","2","2","1.0","1","0","0","0"
"BOOKKEEPER","operationFailed/2[java.lang.Object,org.apache.hedwig.exceptions.PubSubException]","4.0.0","3","1","2","2","1.0","1","0","0","0"
"BOOKKEEPER","run/0","4.0.0","3","5","2","1","0.0","2","0","0","0"
"BOOKKEEPER","GetOwnerOp/4[org.apache.hedwig.server.topics.ByteString,boolean,org.apache.hedwig.util.Callback<org.apache.hedwig.util.HedwigSocketAddress>,java.lang.Object]","4.0.0","4","5","2","1","0.0","2","0","0","0"
"BOOKKEEPER","run/0","4.0.0","11","2","1","1","0.0","1","0","0","0"
"BOOKKEEPER","notifyListenersAndAddToOwnedTopics/3[org.apache.hedwig.server.topics.ByteString,org.apache.hedwig.util.Callback<org.apache.hedwig.util.HedwigSocketAddress>,java.lang.Object]","4.0.0","42","13","10","11","16.0","3","1","0","0"
"BOOKKEEPER","postReleaseCleanup/3[org.apache.hedwig.server.topics.ByteString,org.apache.hedwig.util.Callback<java.lang.Void>,java.lang.Object]","4.0.0","1","13","10","11","16.0","3","1","0","0"
"BOOKKEEPER","AbstractTopicManager/2[org.apache.hedwig.server.common.ServerConfiguration,java.util.concurrent.ScheduledExecutorService]","4.0.0","6","13","10","11","16.0","3","1","0","0"
"BOOKKEEPER","releaseTopic/3[org.apache.hedwig.server.topics.ByteString,org.apache.hedwig.util.Callback<java.lang.Void>,java.lang.Object]","4.0.0","3","13","10","11","16.0","3","1","0","0"
"BOOKKEEPER","addTopicOwnershipChangeListener/1[org.apache.hedwig.server.topics.TopicOwnershipChangeListener]","4.0.0","3","13","10","11","16.0","3","1","0","0"
"BOOKKEEPER","realReleaseTopic/3[org.apache.hedwig.server.topics.ByteString,org.apache.hedwig.util.Callback<java.lang.Void>,java.lang.Object]","4.0.0","5","13","10","11","16.0","3","1","0","0"
"BOOKKEEPER","realGetOwner/4[org.apache.hedwig.server.topics.ByteString,boolean,org.apache.hedwig.util.Callback<org.apache.hedwig.util.HedwigSocketAddress>,java.lang.Object]","4.0.0","1","13","10","11","16.0","3","1","0","0"
"BOOKKEEPER","getOwner/4[org.apache.hedwig.server.topics.ByteString,boolean,org.apache.hedwig.util.Callback<org.apache.hedwig.util.HedwigSocketAddress>,java.lang.Object]","4.0.0","3","13","10","11","16.0","3","1","0","0"
"BOOKKEEPER","ReleaseOp/3[org.apache.hedwig.server.topics.ByteString,org.apache.hedwig.util.Callback<java.lang.Void>,java.lang.Object]","4.0.0","3","4","3","3","1.0","2","0","0","0"
"BOOKKEEPER","run/0","4.0.0","7","4","3","3","1.0","2","0","0","0"
"BOOKKEEPER","operationFailed/2[java.lang.Object,org.apache.hedwig.exceptions.PubSubException]","4.0.0","4","2","2","2","1.0","1","0","0","0"
"BOOKKEEPER","operationFinished/2[java.lang.Object,java.lang.Void]","4.0.0","3","2","2","2","1.0","1","0","0","0"
"BOOKKEEPER","operationFinished/2[java.lang.Object,java.lang.Void]","4.0.0","20","4","3","5","1.0","1","0","0","0"
"BOOKKEEPER","operationFailed/2[java.lang.Object,org.apache.hedwig.exceptions.PubSubException]","4.0.0","13","4","3","5","1.0","1","0","0","0"
"BOOKKEEPER","safeProcessResult/4[int,java.lang.String,java.lang.Object,java.util.List<java.lang.String>]","4.0.0","8","5","2","4","0.0","1","0","0","0"
"BOOKKEEPER","safeProcessResult/5[int,java.lang.String,java.lang.Object,byte[],org.apache.hedwig.server.topics.Stat]","4.0.0","33","6","10","11","0.0","1","0","0","0"
"BOOKKEEPER","safeProcessResult/4[int,java.lang.String,java.lang.Object,java.lang.String]","4.0.0","16","7","4","9","0.0","1","0","0","0"
"BOOKKEEPER","safeProcessResult/5[int,java.lang.String,java.lang.Object,byte[],org.apache.hedwig.server.topics.Stat]","4.0.0","32","9","5","12","0.0","1","0","0","0"
"BOOKKEEPER","safeProcessResult/3[int,java.lang.String,java.lang.Object]","4.0.0","8","4","3","5","0.0","1","0","0","0"
"BOOKKEEPER","processResult/3[int,java.lang.String,java.lang.Object]","4.0.0","9","5","3","5","0.0","1","0","0","0"
"BOOKKEEPER","claim/0","4.0.0","24","10","9","14","7.0","1","0","0","0"
"BOOKKEEPER","ZkGetOwnerOp/4[org.apache.hedwig.server.topics.ByteString,boolean,org.apache.hedwig.util.Callback<org.apache.hedwig.util.HedwigSocketAddress>,java.lang.Object]","4.0.0","7","10","9","14","7.0","1","0","0","0"
"BOOKKEEPER","claimOrChoose/0","4.0.0","4","10","9","14","7.0","1","0","0","0"
"BOOKKEEPER","chooseLeastLoadedNode/1[java.util.List<java.lang.String>]","4.0.0","44","10","9","14","7.0","1","0","0","0"
"BOOKKEEPER","read/0","4.0.0","37","10","9","14","7.0","1","0","0","0"
"BOOKKEEPER","choose/0","4.0.0","14","10","9","14","7.0","1","0","0","0"
"BOOKKEEPER","process/1[org.apache.hedwig.server.topics.WatchedEvent]","4.0.0","18","1","6","7","0.0","1","0","0","0"
"BOOKKEEPER","operationFailed/2[java.lang.Object,org.apache.hedwig.exceptions.PubSubException]","4.0.0","4","3","2","4","1.0","1","0","0","0"
"BOOKKEEPER","operationFinished/2[java.lang.Object,java.lang.Void]","4.0.0","4","3","2","4","1.0","1","0","0","0"
"BOOKKEEPER","safeProcessResult/4[int,java.lang.String,java.lang.Object,java.lang.String]","4.0.0","24","5","3","6","0.0","1","0","0","0"
"BOOKKEEPER","safeProcessResult/5[int,java.lang.String,java.lang.Object,byte[],org.apache.hedwig.server.topics.Stat]","4.0.0","29","8","4","9","0.0","1","0","0","0"
"BOOKKEEPER","safeProcessResult/4[int,java.lang.String,java.lang.Object,org.apache.hedwig.server.topics.Stat]","4.0.0","5","1","2","2","0.0","1","0","0","0"
"BOOKKEEPER","safeProcessResult/3[int,java.lang.String,java.lang.Object]","4.0.0","9","5","3","4","0.0","1","0","0","0"
"BOOKKEEPER","getCurrentLoadData/0","4.0.0","3","20","11","25","9.0","2","0","0","0"
"BOOKKEEPER","postReleaseCleanup/3[org.apache.hedwig.server.topics.ByteString,org.apache.hedwig.util.Callback<java.lang.Void>,java.lang.Object]","4.0.0","34","20","11","25","9.0","2","0","0","0"
"BOOKKEEPER","hubPath/1[org.apache.hedwig.server.topics.ByteString]","4.0.0","3","20","11","25","9.0","2","0","0","0"
"BOOKKEEPER","updateLoadInformation/0","4.0.0","7","20","11","25","9.0","2","0","0","0"
"BOOKKEEPER","ZkTopicManager/3[org.apache.hedwig.server.topics.ZooKeeper,org.apache.hedwig.server.common.ServerConfiguration,java.util.concurrent.ScheduledExecutorService]","4.0.0","42","20","11","25","9.0","2","0","0","0"
"BOOKKEEPER","registerWithZookeeper/2[org.apache.hedwig.util.Callback<java.lang.Void>,java.lang.Object]","4.0.0","29","20","11","25","9.0","2","0","0","0"
"BOOKKEEPER","realGetOwner/4[org.apache.hedwig.server.topics.ByteString,boolean,org.apache.hedwig.util.Callback<org.apache.hedwig.util.HedwigSocketAddress>,java.lang.Object]","4.0.0","11","20","11","25","9.0","2","0","0","0"
"BOOKKEEPER","getOwner/4[org.apache.hedwig.server.topics.ByteString,boolean,org.apache.hedwig.util.Callback<org.apache.hedwig.util.HedwigSocketAddress>,java.lang.Object]","4.0.0","1","4","3","0","3.0","1","0","0","0"
"BOOKKEEPER","releaseTopic/3[org.apache.hedwig.server.topics.ByteString,org.apache.hedwig.util.Callback<java.lang.Void>,java.lang.Object]","4.0.0","1","4","3","0","3.0","1","0","0","0"
"BOOKKEEPER","addTopicOwnershipChangeListener/1[org.apache.hedwig.server.topics.TopicOwnershipChangeListener]","4.0.0","1","4","3","0","3.0","1","0","0","0"
"BOOKKEEPER","invokeUncaughtExceptionHandler/1[java.lang.Throwable]","4.0.0","4","1","2","2","0.0","1","0","0","0"
"BOOKKEEPER","setUncaughtExceptionHandler/1[java.lang.Thread.UncaughtExceptionHandler]","4.0.0","3","1","2","2","0.0","1","0","0","0"
"BOOKKEEPER","safeCreateComplete/3[int,org.apache.bookkeeper.client.LedgerHandle,java.lang.Object]","4.0.0","1","4","3","2","1.0","1","0","0","0"
"BOOKKEEPER","createComplete/3[int,org.apache.bookkeeper.client.LedgerHandle,java.lang.Object]","4.0.0","8","4","3","2","1.0","1","0","0","0"
"BOOKKEEPER","readComplete/4[int,org.apache.bookkeeper.client.LedgerHandle,java.util.Enumeration<org.apache.bookkeeper.client.LedgerEntry>,java.lang.Object]","4.0.0","8","5","3","2","1.0","1","0","0","0"
"BOOKKEEPER","safeReadComplete/4[int,org.apache.bookkeeper.client.LedgerHandle,java.util.Enumeration<org.apache.bookkeeper.client.LedgerEntry>,java.lang.Object]","4.0.0","1","5","3","2","1.0","1","0","0","0"
"BOOKKEEPER","openComplete/3[int,org.apache.bookkeeper.client.LedgerHandle,java.lang.Object]","4.0.0","8","4","3","2","1.0","1","0","0","0"
"BOOKKEEPER","safeOpenComplete/3[int,org.apache.bookkeeper.client.LedgerHandle,java.lang.Object]","4.0.0","1","4","3","2","1.0","1","0","0","0"
"BOOKKEEPER","closeComplete/3[int,org.apache.bookkeeper.client.LedgerHandle,java.lang.Object]","4.0.0","8","4","3","2","1.0","1","0","0","0"
"BOOKKEEPER","safeCloseComplete/3[int,org.apache.bookkeeper.client.LedgerHandle,java.lang.Object]","4.0.0","1","4","3","2","1.0","1","0","0","0"
"BOOKKEEPER","safeAddComplete/4[int,org.apache.bookkeeper.client.LedgerHandle,long,java.lang.Object]","4.0.0","1","4","3","2","1.0","1","0","0","0"
"BOOKKEEPER","addComplete/4[int,org.apache.bookkeeper.client.LedgerHandle,long,java.lang.Object]","4.0.0","8","4","3","2","1.0","1","0","0","0"
"BOOKKEEPER","processResult/4[int,java.lang.String,java.lang.Object,java.util.List<java.lang.String>]","4.0.0","8","3","3","2","1.0","1","0","0","0"
"BOOKKEEPER","safeProcessResult/4[int,java.lang.String,java.lang.Object,java.util.List<java.lang.String>]","4.0.0","1","3","3","2","1.0","1","0","0","0"
"BOOKKEEPER","safeProcessResult/3[int,java.lang.String,java.lang.Object]","4.0.0","1","3","3","2","1.0","1","0","0","0"
"BOOKKEEPER","processResult/3[int,java.lang.String,java.lang.Object]","4.0.0","8","3","3","2","1.0","1","0","0","0"
"BOOKKEEPER","safeProcessResult/4[int,java.lang.String,java.lang.Object,org.apache.hedwig.zookeeper.Stat]","4.0.0","1","4","3","2","1.0","1","0","0","0"
"BOOKKEEPER","processResult/4[int,java.lang.String,java.lang.Object,org.apache.hedwig.zookeeper.Stat]","4.0.0","8","4","3","2","1.0","1","0","0","0"
"BOOKKEEPER","safeProcessResult/5[int,java.lang.String,java.lang.Object,byte[],org.apache.hedwig.zookeeper.Stat]","4.0.0","1","5","3","2","1.0","1","0","0","0"
"BOOKKEEPER","processResult/5[int,java.lang.String,java.lang.Object,byte[],org.apache.hedwig.zookeeper.Stat]","4.0.0","8","5","3","2","1.0","1","0","0","0"
"BOOKKEEPER","safeProcessResult/4[int,java.lang.String,java.lang.Object,java.lang.String]","4.0.0","1","3","3","2","1.0","1","0","0","0"
"BOOKKEEPER","processResult/4[int,java.lang.String,java.lang.Object,java.lang.String]","4.0.0","8","3","3","2","1.0","1","0","0","0"
"BOOKKEEPER","processResult/5[int,java.lang.String,java.lang.Object,java.util.List<org.apache.hedwig.zookeeper.ACL>,org.apache.hedwig.zookeeper.Stat]","4.0.0","8","5","3","2","1.0","1","0","0","0"
"BOOKKEEPER","safeProcessResult/5[int,java.lang.String,java.lang.Object,java.util.List<org.apache.hedwig.zookeeper.ACL>,org.apache.hedwig.zookeeper.Stat]","4.0.0","1","5","3","2","1.0","1","0","0","0"
"BOOKKEEPER","logErrorAndCreateZKException/3[java.lang.String,java.lang.String,int]","4.0.0","5","9","2","4","1.0","1","0","0","0"
"BOOKKEEPER","createFullPathOptimistic/7[org.apache.hedwig.zookeeper.ZooKeeper,java.lang.String,byte[],java.util.List<org.apache.hedwig.zookeeper.ACL>,org.apache.hedwig.zookeeper.CreateMode,AsyncCallback.StringCallback,java.lang.Object]","4.0.0","22","9","2","4","1.0","1","0","0","0"
"BOOKKEEPER","safeProcessResult/4[int,java.lang.String,java.lang.Object,java.lang.String]","4.0.0","8","1","3","3","0.0","1","0","0","0"
"BOOKKEEPER","safeProcessResult/4[int,java.lang.String,java.lang.Object,java.lang.String]","4.0.0","17","4","2","4","0.0","1","0","0","0"
"BOOKKEEPER","run/0","4.1.0","8","1","2","3","0.0","1","0","0","0"
"BOOKKEEPER","run/0","4.1.0","8","1","2","2","0.0","1","0","0","0"
"BOOKKEEPER","testThroughputLatency/0","4.1.0","3","14","18","27","2.0","1","0","0","0"
"BOOKKEEPER","testReadThroughputLatency/0","4.1.0","74","14","18","27","2.0","1","0","0","0"
"BOOKKEEPER","startEnsemble/0","4.1.0","53","14","18","27","2.0","1","0","0","0"
"BOOKKEEPER","stopEnsemble/0","4.1.0","6","14","18","27","2.0","1","0","0","0"
"BOOKKEEPER","testBookie/0","4.1.0","5","14","18","27","2.0","1","0","0","0"
